50,10,558.6559292931279,0,23.53461766242981
50,10,572.9973527221782,0,23.6228346824646
50,10,573.4804815905611,0,26.903591871261597
50,10,586.3272423078246,0,28.11651611328125
50,10,587.5589110811708,0,23.51509404182434
50,10,599.2600065912126,0,36.03947162628174
50,10,580.6247270005464,0,30.64701819419861
50,10,563.9587991765864,0,22.815574407577515
50,10,584.6557053526961,0,21.545507431030273
50,10,594.8718000330603,0,22.442115783691406
50,10,568.2334120546709,0,24.501617670059204
50,10,566.8634707288135,0,25.070377111434937
50,10,527.7084559046144,0,28.14732050895691
50,10,593.446044291383,0,29.180315017700195
50,10,593.5921729982049,0,29.984472274780273
50,10,586.4645998761638,0,27.583028316497803
50,10,583.421363100278,0,29.969086170196533
50,10,569.8511904724455,0,31.372119188308716
