Dataset: CMT / Instância: CMT75.11,,,,,,
,Heurística Construtiva,,Heurística Construtiva + Refinamento,,GLS,
1,934.8691751509303,0.023983240127563477,894.8318175697938,0.02501678466796875,910.0564427601643,0.0170443058013916
2,934.8691751509303,0.02593064308166504,925.803059119707,0.02593064308166504,866.8127541295036,0.015004634857177734
3,934.8691751509303,0.030004262924194336,901.4137697226917,0.03100109100341797,916.9524257987483,0.01953434944152832
4,988.8651605701866,0.01994776725769043,988.8651605701866,0.01994776725769043,938.2107943478334,0.014005661010742188
5,934.8691751509303,0.029844045639038086,915.9567125164807,0.029844045639038086,899.0834943720323,0.018616437911987305
6,934.8691751509303,0.02992081642150879,907.9138538047591,0.02992081642150879,921.4524264309597,0.01595759391784668
7,934.8691751509303,0.026839494705200195,889.604083123107,0.026839494705200195,866.9553025118928,0.019003868103027344
8,934.8691751509303,0.03628206253051758,912.4473456978822,0.03628206253051758,893.3069165066349,0.024924039840698242
9,934.8691751509303,0.02884197235107422,934.8691751509303,0.02884197235107422,877.4687442219213,0.016982555389404297
10,934.8691751509303,0.03970527648925781,932.5084953759324,0.04070234298706055,913.1574631397536,0.015997886657714844
11,934.8691751509303,0.01797771453857422,934.8691751509303,0.01797771453857422,878.9047067346444,0.013964176177978516
12,934.8691751509303,0.026020050048828125,920.7927404640183,0.026020050048828125,899.0193414911022,0.016025304794311523
13,934.8691751509303,0.017947912216186523,921.906273849049,0.01894688606262207,896.0646569903206,0.019097566604614258
14,934.8691751509303,0.027672529220581055,898.2415997717853,0.027672529220581055,909.4833200121234,0.01695418357849121
15,988.8651605701866,0.01894974708557129,963.2882592979616,0.01894974708557129,943.5268249621427,0.013962984085083008
16,934.8691751509303,0.017950773239135742,927.9698406292332,0.017950773239135742,886.3576272043846,0.013962745666503906
17,934.8691751509303,0.019982576370239258,919.5455940740511,0.019982576370239258,913.0673779826645,0.0266721248626709
18,934.8691751509303,0.034708499908447266,916.9799698359825,0.035706281661987305,879.4661521157684,0.020943880081176758
19,934.8691751509303,0.01697373390197754,919.3296666153497,0.017971515655517578,862.7190695043697,0.014908313751220703
20,934.8691751509303,0.03200125694274902,907.7802545184846,0.03200125694274902,899.8042678212821,0.01744556427001953
21,934.8691751509303,0.02933335304260254,899.4504297263333,0.0303342342376709,900.3584613731642,0.02174854278564453
22,934.8691751509303,0.025966167449951172,932.5084953759324,0.025966167449951172,931.2968509871831,0.015017271041870117
23,934.8691751509303,0.020943403244018555,906.2540857173191,0.02194046974182129,928.059400271086,0.015050411224365234
24,934.8691751509303,0.020870685577392578,925.0228285477041,0.021873950958251953,926.3851936504834,0.0149688720703125
25,988.8651605701866,0.021983861923217773,973.0074434909465,0.021983861923217773,893.3517702045624,0.01492166519165039
26,934.8691751509303,0.03151845932006836,897.0897499513353,0.03151845932006836,887.6043578668251,0.018950223922729492
27,934.8691751509303,0.01961660385131836,927.6621487727061,0.01961660385131836,888.3911234980642,0.015041112899780273
28,934.8691751509303,0.019946813583374023,902.0897499513353,0.019946813583374023,890.093179232406,0.01500248908996582
29,934.8691751509303,0.019289731979370117,925.0228285477041,0.019289731979370117,879.970583271146,0.015001058578491211
30,934.8691751509303,0.04089951515197754,925.0228285477041,0.04089951515197754,922.9341909280988,0.02293872833251953
